Zeit (ms),Kanal A (mV)
-19.87333251,6.34104300
-19.86833251,5.22207200
-19.86333251,4.84867100
-19.85833252,5.78125000
-19.85333252,5.40846400
-19.84833252,5.59485700
-19.84333252,5.22207200
-19.83833252,4.10248500
-19.83333252,3.35691400
-19.82833252,3.72970000
-19.82333252,2.05093500
-19.81833252,1.49175700
-19.81333252,0.55917820
-19.80833252,1.49175700
-19.80333252,-0.18639270
-19.79833252,-0.55917820
-19.79333252,-1.67815000
-19.78833252,-1.30536400
-19.78333252,-2.23794300
-19.77833252,-2.42433500
-19.77333252,-2.23794300
-19.76833252,-1.67815000
-19.76333252,-1.67815000
-19.75833252,-1.67815000
-19.75333252,-1.67815000
-19.74833252,-0.18639270
-19.74333252,-0.74557080
-19.73833252,-0.55917820
-19.73333252,-1.11897100
-19.72833252,0.37278540
-19.72333252,-2.05093500
-19.71833252,-0.37278540
-19.71333252,-1.67815000
-19.70833252,-2.05093500
-19.70333252,-2.61072800
-19.69833252,-2.42433500
-19.69333252,-3.54330700
-19.68833252,-2.98351400
-19.68333252,-3.72970000
-19.67833252,-3.91609200
-19.67333252,-4.66227800
-19.66833252,-2.98351400
-19.66333252,-4.84867100
-19.65833252,-4.10248500
-19.65333252,-4.47588600
-19.64833252,-3.54330700
-19.64333252,-4.47588600
-19.63833252,-3.54330700
-19.63333252,-4.28949300
-19.62833252,-5.03506400
-19.62333252,-5.40846400
-19.61833252,-4.47588600
-19.61333252,-5.78125000
-19.60833252,-5.40846400
-19.60333252,-6.34104300
-19.59833252,-5.78125000
-19.59333252,-5.96764200
-19.58833252,-6.34104300
-19.58333252,-7.64640700
-19.57833252,-8.20558500
-19.57333252,-7.46001400
-19.56833252,-10.81693000
-19.56333252,-9.51156400
-19.55833252,-10.81693000
-19.55333252,-8.76537800
-19.54833252,-10.44414000
-19.54333252,-8.39259300
-19.53833252,-9.51156400
-19.53333252,-9.69795700
-19.52833252,-8.76537800
-19.52333252,-8.76537800
-19.51833252,-8.95177200
-19.51333252,-7.08661400
-19.50833252,-8.20558500
-19.50333252,-7.64640700
-19.49833252,-7.27362200
-19.49333252,-5.96764200
-19.48833252,-5.78125000
-19.48333252,-5.59485700
-19.47833252,-5.40846400
-19.47333252,-5.59485700
-19.46833252,-4.28949300
-19.46333253,-4.10248500
-19.45833253,-4.28949300
-19.45333253,-5.40846400
-19.44833253,-4.84867100
-19.44333253,-5.40846400
-19.43833253,-4.84867100
-19.43333253,-3.72970000
-19.42833253,-5.03506400
-19.42333253,-3.54330700
-19.41833253,-4.10248500
-19.41333253,-4.10248500
-19.40833253,-3.72970000
-19.40333253,-3.54330700
-19.39833253,-3.54330700
-19.39333253,-2.98351400
-19.38833253,-2.98351400
-19.38333253,-3.54330700
-19.37833253,-2.23794300
-19.37333253,-2.98351400
-19.36833253,-3.17052100
-19.36333253,-2.79712100
-19.35833253,-3.54330700
-19.35333253,-2.61072800
-19.34833253,-3.91609200
-19.34333253,-3.91609200
-19.33833253,-4.28949300
-19.33333253,-3.17052100
-19.32833253,-4.10248500
-19.32333253,-3.54330700
-19.31833253,-3.54330700
-19.31333253,-3.72970000
-19.30833253,-4.10248500
-19.30333253,-3.72970000
-19.29833253,-4.47588600
-19.29333253,-4.84867100
-19.28833253,-4.47588600
-19.28333253,-5.40846400
-19.27833253,-4.10248500
-19.27333253,-3.17052100
-19.26833253,-3.17052100
-19.26333253,-3.72970000
-19.25833253,-3.54330700
-19.25333253,-3.54330700
-19.24833253,-3.35691400
-19.24333253,-2.61072800
-19.23833253,-3.72970000
-19.23333253,-2.23794300
-19.22833253,-3.17052100
-19.22333253,-3.17052100
-19.21833253,-2.79712100
-19.21333253,-2.98351400
-19.20833253,-2.79712100
-19.20333253,-2.61072800
-19.19833253,-2.61072800
-19.19333253,-3.35691400
-19.18833253,-2.98351400
-19.18333253,-3.54330700
-19.17833253,-3.54330700
-19.17333253,-2.98351400
-19.16833253,-3.17052100
-19.16333253,-3.17052100
-19.15833253,-4.10248500
-19.15333253,-2.98351400
-19.14833253,-3.91609200
-19.14333253,-2.79712100
-19.13833253,-1.67815000
-19.13333253,-2.23794300
-19.12833253,-1.30536400
-19.12333253,-1.49175700
-19.11833253,-1.11897100
-19.11333253,-0.74557080
-19.10833253,0.74557080
-19.10333253,0.93196360
-19.09833253,0.74557080
-19.09333253,2.98351400
-19.08833253,1.11897100
-19.08333253,2.05093500
-19.07833253,2.05093500
-19.07333253,2.79712100
-19.06833254,3.35691400
-19.06333254,3.35691400
-19.05833254,3.91609200
-19.05333254,4.28949300
-19.04833254,5.40846400
-19.04333254,5.22207200
-19.03833254,5.40846400
-19.03333254,5.03506400
-19.02833254,6.34104300
-19.02333254,6.90022100
-19.01833254,6.71382900
-19.01333254,8.20558500
-19.00833254,8.01919300
-19.00333254,8.57898500
-18.99833254,7.64640700
-18.99333254,8.39259300
-18.98833254,8.39259300
-18.98333254,8.20558500
-18.97833254,7.83279900
-18.97333254,8.57898500
-18.96833254,8.01919300
-18.96333254,8.39259300
-18.95833254,8.01919300
-18.95333254,8.39259300
-18.94833254,8.01919300
-18.94333254,7.64640700
-18.93833254,7.64640700
-18.93333254,7.27362200
-18.92833254,8.01919300
-18.92333254,7.08661400
-18.91833254,6.52743600
-18.91333254,7.27362200
-18.90833254,5.96764200
-18.90333254,8.01919300
-18.89833254,6.52743600
-18.89333254,6.15403500
-18.88833254,5.59485700
-18.88333254,6.71382900
-18.87833254,5.78125000
-18.87333254,6.90022100
-18.86833254,4.47588600
-18.86333254,5.59485700
-18.85833254,4.66227800
-18.85333254,5.78125000
-18.84833254,5.59485700
-18.84333254,5.03506400
-18.83833254,3.91609200
-18.83333254,4.28949300
-18.82833254,3.72970000
-18.82333254,4.84867100
-18.81833254,3.35691400
-18.81333254,3.91609200
-18.80833254,4.84867100
-18.80333254,4.47588600
-18.79833254,4.84867100
-18.79333254,4.66227800
-18.78833254,4.10248500
-18.78333254,4.84867100
-18.77833254,4.84867100
-18.77333254,4.66227800
-18.76833254,3.91609200
-18.76333254,4.84867100
-18.75833254,4.66227800
-18.75333254,4.66227800
-18.74833254,4.28949300
-18.74333254,3.72970000
-18.73833254,4.28949300
-18.73333254,4.28949300
-18.72833254,3.72970000
-18.72333254,4.10248500
-18.71833254,4.28949300
-18.71333254,4.66227800
-18.70833254,4.28949300
-18.70333254,4.10248500
-18.69833254,3.72970000
-18.69333254,5.22207200
-18.68833254,3.35691400
-18.68333254,4.66227800
-18.67833254,5.22207200
-18.67333255,4.28949300
-18.66833255,3.54330700
-18.66333255,4.47588600
-18.65833255,3.91609200
-18.65333255,3.91609200
-18.64833255,3.35691400
-18.64333255,3.72970000
-18.63833255,4.28949300
-18.63333255,5.40846400
-18.62833255,5.03506400
-18.62333255,5.03506400
-18.61833255,6.15403500
-18.61333255,5.03506400
-18.60833255,5.22207200
-18.60333255,5.78125000
-18.59833255,5.03506400
-18.59333255,4.28949300
-18.58833255,3.91609200
-18.58333255,5.03506400
-18.57833255,3.72970000
-18.57333255,4.66227800
-18.56833255,4.28949300
-18.56333255,3.91609200
-18.55833255,3.35691400
-18.55333255,3.72970000
-18.54833255,2.05093500
-18.54333255,1.11897100
-18.53833255,0.93196360
-18.53333255,0.37278540
-18.52833255,-0.18639270
-18.52333255,0.00000000
-18.51833255,-1.30536400
-18.51333255,-1.49175700
-18.50833255,-2.98351400
-18.50333255,-2.61072800
-18.49833255,-1.30536400
-18.49333255,-1.67815000
-18.48833255,-1.86454200
-18.48333255,-2.05093500
-18.47833255,-2.05093500
-18.47333255,-0.37278540
-18.46833255,-1.30536400
-18.46333255,-1.11897100
-18.45833255,0.37278540
-18.45333255,-1.30536400
-18.44833255,-1.49175700
-18.44333255,-0.93196360
-18.43833255,-1.30536400
-18.43333255,-2.42433500
-18.42833255,-2.05093500
-18.42333255,-2.23794300
-18.41833255,-2.23794300
-18.41333255,-2.98351400
-18.40833255,-3.35691400
-18.40333255,-3.91609200
-18.39833255,-3.72970000
-18.39333255,-3.17052100
-18.38833255,-3.72970000
-18.38333255,-3.17052100
-18.37833255,-3.91609200
-18.37333255,-3.91609200
-18.36833255,-4.47588600
-18.36333255,-4.84867100
-18.35833255,-4.84867100
-18.35333255,-5.22207200
-18.34833255,-5.03506400
-18.34333255,-5.03506400
-18.33833255,-5.78125000
-18.33333255,-6.34104300
-18.32833255,-5.78125000
-18.32333255,-5.78125000
-18.31833255,-7.27362200
-18.31333255,-7.83279900
-18.30833255,-8.76537800
-18.30333255,-8.20558500
-18.29833255,-9.69795700
-18.29333255,-9.32455600
-18.28833255,-8.76537800
-18.28333255,-10.44414000
-18.27833256,-9.13816400
-18.27333256,-10.07074000
-18.26833256,-9.51156400
-18.26333256,-9.13816400
-18.25833256,-9.51156400
-18.25333256,-8.95177200
-18.24833256,-9.32455600
-18.24333256,-9.69795700
-18.23833256,-7.64640700
-18.23333256,-7.27362200
-18.22833256,-6.90022100
-18.22333256,-5.40846400
-18.21833256,-6.34104300
-18.21333256,-4.84867100
-18.20833256,-6.34104300
-18.20333256,-4.84867100
-18.19833256,-5.40846400
-18.19333256,-4.10248500
-18.18833256,-5.03506400
-18.18333256,-5.40846400
-18.17833256,-4.84867100
-18.17333256,-4.66227800
-18.16833256,-5.78125000
-18.16333256,-5.22207200
-18.15833256,-4.84867100
-18.15333256,-4.10248500
-18.14833256,-4.66227800
-18.14333256,-4.10248500
-18.13833256,-3.91609200
-18.13333256,-3.54330700
-18.12833256,-3.35691400
-18.12333256,-2.42433500
-18.11833256,-2.61072800
-18.11333256,-3.54330700
-18.10833256,-2.23794300
-18.10333256,-2.98351400
-18.09833256,-2.98351400
-18.09333256,-2.42433500
-18.08833256,-2.79712100
-18.08333256,-3.17052100
-18.07833256,-2.79712100
-18.07333256,-3.54330700
-18.06833256,-3.54330700
-18.06333256,-4.10248500
-18.05833256,-3.72970000
-18.05333256,-3.17052100
-18.04833256,-4.10248500
-18.04333256,-4.10248500
-18.03833256,-4.47588600
-18.03333256,-5.22207200
-18.02833256,-3.35691400
-18.02333256,-4.28949300
-18.01833256,-4.10248500
-18.01333256,-4.66227800
-18.00833256,-3.72970000
-18.00333256,-3.35691400
-17.99833256,-2.05093500
-17.99333256,-3.17052100
-17.98833256,-3.72970000
-17.98333256,-3.91609200
-17.97833256,-2.61072800
-17.97333256,-2.23794300
-17.96833256,-2.23794300
-17.96333256,-2.23794300
-17.95833256,-1.67815000
-17.95333256,-2.42433500
-17.94833256,-2.05093500
-17.94333256,-3.35691400
-17.93833256,-2.23794300
-17.93333256,-4.10248500
-17.92833256,-3.54330700
-17.92333256,-3.54330700
-17.91833256,-3.54330700
-17.91333256,-4.28949300
-17.90833256,-3.17052100
-17.90333256,-2.98351400
-17.89833256,-2.05093500
-17.89333256,-3.35691400
-17.88833256,-3.35691400
-17.88333257,-3.17052100
-17.87833257,-2.61072800
-17.87333257,-1.86454200
-17.86833257,-2.79712100
-17.86333257,-2.42433500
-17.85833257,-1.86454200
-17.85333257,-1.11897100
-17.84833257,-0.18639270
-17.84333257,0.18639270
-17.83833257,0.37278540
-17.83333257,0.00000000
-17.82833257,0.93196360
-17.82333257,0.93196360
-17.81833257,2.23794300
-17.81333257,3.72970000
-17.80833257,3.35691400
-17.80333257,2.42433500
-17.79833257,3.35691400
-17.79333257,3.17052100
-17.78833257,3.91609200
-17.78333257,4.84867100
-17.77833257,4.66227800
-17.77333257,5.59485700
-17.76833257,5.59485700
-17.76333257,5.59485700
-17.75833257,6.90022100
-17.75333257,7.64640700
-17.74833257,7.83279900
-17.74333257,7.46001400
-17.73833257,6.71382900
-17.73333257,8.20558500
-17.72833257,8.76537800
-17.72333257,9.13816400
-17.71833257,9.13816400
-17.71333257,8.57898500
-17.70833257,8.39259300
-17.70333257,8.76537800
-17.69833257,8.39259300
-17.69333257,8.57898500
-17.68833257,8.57898500
-17.68333257,8.01919300
-17.67833257,8.39259300
-17.67333257,7.27362200
-17.66833257,7.08661400
-17.66333257,7.46001400
-17.65833257,7.64640700
-17.65333257,7.08661400
-17.64833257,6.71382900
-17.64333257,7.27362200
-17.63833257,6.15403500
-17.63333257,7.46001400
-17.62833257,6.71382900
-17.62333257,7.46001400
-17.61833257,6.52743600
-17.61333257,5.03506400
-17.60833257,5.78125000
-17.60333257,5.96764200
-17.59833257,5.96764200
-17.59333257,6.15403500
-17.58833257,4.84867100
-17.58333257,5.59485700
-17.57833257,4.47588600
-17.57333257,4.47588600
-17.56833257,4.28949300
-17.56333257,5.40846400
-17.55833257,3.91609200
-17.55333257,4.28949300
-17.54833257,3.35691400
-17.54333257,5.03506400
-17.53833257,4.84867100
-17.53333257,4.84867100
-17.52833257,4.28949300
-17.52333257,4.66227800
-17.51833257,4.28949300
-17.51333257,5.40846400
-17.50833257,5.03506400
-17.50333257,4.66227800
-17.49833257,3.91609200
-17.49333257,5.59485700
-17.48833257,4.28949300
-17.48333258,5.22207200
-17.47833258,4.84867100
-17.47333258,4.66227800
-17.46833258,3.72970000
-17.46333258,4.28949300
-17.45833258,3.72970000
-17.45333258,4.28949300
-17.44833258,3.72970000
-17.44333258,5.03506400
-17.43833258,4.10248500
-17.43333258,2.79712100
-17.42833258,3.54330700
-17.42333258,3.91609200
-17.41833258,3.91609200
-17.41333258,4.66227800
-17.40833258,3.72970000
-17.40333258,3.72970000
-17.39833258,4.66227800
-17.39333258,4.10248500
-17.38833258,4.10248500
-17.38333258,4.10248500
-17.37833258,3.72970000
-17.37333258,5.03506400
-17.36833258,4.10248500
-17.36333258,5.40846400
-17.35833258,4.84867100
-17.35333258,4.66227800
-17.34833258,4.28949300
-17.34333258,5.22207200
-17.33833258,6.15403500
-17.33333258,5.22207200
-17.32833258,5.78125000
-17.32333258,5.22207200
-17.31833258,6.52743600
-17.31333258,4.28949300
-17.30833258,4.66227800
-17.30333258,4.28949300
-17.29833258,4.47588600
-17.29333258,3.91609200
-17.28833258,3.35691400
-17.28333258,2.79712100
-17.27833258,2.61072800
-17.27333258,1.30536400
-17.26833258,0.55917820
-17.26333258,0.37278540
-17.25833258,-2.05093500
-17.25333258,-0.74557080
-17.24833258,-1.67815000
-17.24333258,-1.11897100
-17.23833258,-2.42433500
-17.23333258,-2.05093500
-17.22833258,-1.86454200
-17.22333258,-2.23794300
-17.21833258,-1.49175700
-17.21333258,-1.11897100
-17.20833258,-1.11897100
-17.20333258,-2.61072800
-17.19833258,-1.11897100
-17.19333258,-0.55917820
-17.18833258,-1.30536400
-17.18333258,-0.37278540
-17.17833258,-0.55917820
-17.17333258,-2.23794300
-17.16833258,-1.30536400
-17.16333258,-2.23794300
-17.15833258,-2.42433500
-17.15333258,-1.67815000
-17.14833258,-1.86454200
-17.14333258,-3.35691400
-17.13833258,-3.54330700
-17.13333258,-3.35691400
-17.12833258,-3.35691400
-17.12333258,-2.79712100
-17.11833258,-3.35691400
-17.11333258,-3.91609200
-17.10833258,-4.47588600
-17.10333258,-4.47588600
-17.09833258,-4.10248500
-17.09333258,-3.17052100
-17.08833259,-3.54330700
-17.08333259,-5.40846400
-17.07833259,-5.03506400
-17.07333259,-5.78125000
-17.06833259,-5.96764200
-17.06333259,-6.34104300
-17.05833259,-6.15403500
-17.05333259,-6.71382900
-17.04833259,-7.08661400
-17.04333259,-6.90022100
-17.03833259,-6.34104300
-17.03333259,-8.20558500
-17.02833259,-9.13816400
-17.02333259,-9.32455600
-17.01833259,-9.13816400
-17.01333259,-9.88435100
-17.00833259,-10.44414000
-17.00333259,-10.07074000
-16.99833259,-9.32455600
-16.99333259,-9.88435100
-16.98833259,-8.76537800
-16.98333259,-9.13816400
-16.97833259,-8.20558500
-16.97333259,-8.57898500
-16.96833259,-7.27362200
-16.96333259,-6.71382900
-16.95833259,-6.71382900
-16.95333259,-5.78125000
-16.94833259,-5.03506400
-16.94333259,-5.78125000
-16.93833259,-3.91609200
-16.93333259,-5.03506400
-16.92833259,-4.10248500
-16.92333259,-4.47588600
-16.91833259,-2.98351400
-16.91333259,-4.10248500
-16.90833259,-4.10248500
-16.90333259,-4.47588600
-16.89833259,-3.91609200
-16.89333259,-5.03506400
-16.88833259,-5.03506400
-16.88333259,-4.28949300
-16.87833259,-4.10248500
-16.87333259,-2.98351400
-16.86833259,-4.10248500
-16.86333259,-3.17052100
-16.85833259,-3.17052100
-16.85333259,-2.61072800
-16.84833259,-2.79712100
-16.84333259,-3.17052100
-16.83833259,-2.61072800
-16.83333259,-2.98351400
-16.82833259,-3.17052100
-16.82333259,-2.79712100
-16.81833259,-2.98351400
-16.81333259,-3.17052100
-16.80833259,-3.17052100
-16.80333259,-2.61072800
-16.79833259,-3.54330700
-16.79333259,-2.98351400
-16.78833259,-3.91609200
-16.78333259,-3.72970000
-16.77833259,-4.28949300
-16.77333259,-4.10248500
-16.76833259,-4.84867100
-16.76333259,-3.17052100
-16.75833259,-4.10248500
-16.75333259,-4.10248500
-16.74833259,-3.35691400
-16.74333259,-4.47588600
-16.73833259,-4.28949300
-16.73333259,-4.47588600
-16.72833259,-4.47588600
-16.72333259,-2.61072800
-16.71833259,-3.17052100
-16.71333259,-2.61072800
-16.70833259,-3.17052100
-16.70333259,-2.98351400
-16.69833259,-2.23794300
-16.69333260,-2.42433500
-16.68833260,-2.42433500
-16.68333260,-2.98351400
-16.67833260,-2.23794300
-16.67333260,-2.61072800
-16.66833260,-3.17052100
-16.66333260,-2.42433500
-16.65833260,-2.61072800
-16.65333260,-2.98351400
-16.64833260,-3.91609200
-16.64333260,-3.72970000
-16.63833260,-3.72970000
-16.63333260,-3.72970000
-16.62833260,-3.17052100
-16.62333260,-3.54330700
-16.61833260,-2.79712100
-16.61333260,-3.54330700
-16.60833260,-2.79712100
-16.60333260,-3.54330700
-16.59833260,-2.61072800
-16.59333260,-1.67815000
-16.58833260,-1.86454200
-16.58333260,-2.05093500
-16.57833260,-0.74557080
-16.57333260,-0.93196360
-16.56833260,0.37278540
-16.56333260,0.74557080
-16.55833260,0.93196360
-16.55333260,1.49175700
-16.54833260,1.49175700
-16.54333260,2.05093500
-16.53833260,3.35691400
-16.53333260,2.42433500
-16.52833260,3.72970000
-16.52333260,3.35691400
-16.51833260,4.10248500
-16.51333260,5.40846400
-16.50833260,4.47588600
-16.50333260,4.66227800
-16.49833260,4.28949300
-16.49333260,5.96764200
-16.48833260,5.96764200
-16.48333260,7.46001400
-16.47833260,6.71382900
-16.47333260,8.01919300
-16.46833260,7.83279900
-16.46333260,8.01919300
-16.45833260,7.64640700
-16.45333260,9.51156400
-16.44833260,8.39259300
-16.44333260,9.32455600
-16.43833260,8.20558500
-16.43333260,8.57898500
-16.42833260,8.39259300
-16.42333260,8.57898500
-16.41833260,7.46001400
-16.41333260,8.01919300
-16.40833260,8.20558500
-16.40333260,7.64640700
-16.39833260,7.27362200
-16.39333260,7.64640700
-16.38833260,6.90022100
-16.38333260,7.08661400
-16.37833260,7.08661400
-16.37333260,6.71382900
-16.36833260,7.27362200
-16.36333260,6.71382900
-16.35833260,6.15403500
-16.35333260,5.78125000
-16.34833260,6.52743600
-16.34333260,5.78125000
-16.33833260,6.52743600
-16.33333260,5.03506400
-16.32833260,5.22207200
-16.32333260,3.91609200
-16.31833260,4.66227800
-16.31333260,4.84867100
-16.30833260,4.47588600
-16.30333260,4.66227800
-16.29833261,4.10248500
-16.29333261,4.84867100
-16.28833261,4.66227800
-16.28333261,5.03506400
-16.27833261,4.28949300
-16.27333261,5.22207200
-16.26833261,4.10248500
-16.26333261,4.47588600
-16.25833261,5.03506400
-16.25333261,5.59485700
-16.24833261,4.28949300
-16.24333261,5.22207200
-16.23833261,3.54330700
-16.23333261,5.22207200
-16.22833261,3.91609200
-16.22333261,5.03506400
-16.21833261,4.28949300
-16.21333261,4.66227800
